Family,Genus,Species,Latin_Name,Common_Name,Fig_stat,Status,Details,Sources
Phyllostomidae,Dermanura,anderseni,Dermanura anderseni,Andersen's Fruit-eating Bat,,Unknown,,
Vespertilionidae,Nyctophilus,gouldi,Nyctophilus gouldi,Gould's Long-eared Bat,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Phyllostomidae,Tonatia,bidens,Tonatia bidens,Greater Round-eared Bat,,Unknown,,
Vespertilionidae,Chalinolobus,gouldii,Chalinolobus gouldii,Gould's Wattled Bat,,Potential Migrant/Nonmigratory,"NM - Bisson, potential migration? - Driessen et al. 2011",Bisson et al. 2009; Driessen et al. 2011
Rhinolophidae,Rhinolophus,alcyone,Rhinolophus alcyone,Halcyon Horseshoe Bat,,Unknown,,
Vespertilionidae,Scotophilus,kuhlii,Scotophilus kuhlii,Lesser Asiatic Yellow House Bat,,Nonmigratory,"NM, unknown in Moussy 2013",Moussy 2013; Bisson et al 2009
Phyllostomidae,Dermanura,tolteca,Dermanura tolteca,Toltec Fruit-eating Bat,,Potential Migrant/Nonmigratory,Altitudinal mig. suggested in McGuire & Boyle 2013; nm-Medellin,McGuire & Boyle 2013; Medellin 2003
Phyllostomidae,Monophyllus,redmani,Monophyllus redmani,Leach's Single-leaf Bat,,Unknown,,
Vespertilionidae,Nycticeinops,schlieffenii,Nycticeinops schlieffenii,Schlieffen's Twilight Bat,,Nonmigratory,"Annual resident - O&V1980, NM - Bisson",O'Shea & Vaughan 1980; Bisson et al 2009
Nycteridae,Nycteris,arge,Nycteris arge,Bates's Slit-faced Bat,,Unknown,,
Natalidae,Natalus,stramineus,Natalus stramineus,Straw-colored Greater Funnel-eared Bat,,Nonmigratory,nm-Medellin2003,Medellin 2003
Rhinolophidae,Rhinolophus,pearsonii,Rhinolophus pearsonii,Pearson's Horseshoe Bat,,Unknown,,
Vespertilionidae,Laephotis,capensis,Laephotis capensis,,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Vespertilionidae,Pipistrellus,javanicus,Pipistrellus javanicus,Javan Pipistrelle,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Emballonuridae,Saccolaimus,flaviventris,Saccolaimus flaviventris,Yellow-bellied Pouched Bat,,Migratory,"Potential migrant - Bonaccorso, Dunlop says known to migrate",Bonaccorso 2019; Dunlop 1998
Vespertilionidae,Nycticeius,humeralis,Nycticeius humeralis,Evening Bat,,Migratory/Nonmigratory,"NM - Bisson, Mig - Watson suggests that fat deposition and tagging/tracking suggests migration; mig-W&M2022; nm-Medellin",Bisson et al. 2009; Watson 1972; Webber & McGuire 2022; Medellin 2003
Phyllostomidae,Trachops,cirrhosus,Trachops cirrhosus,Fringe-lipped Bat,,Nonmigratory,nm-Medellin2003,Medellin 2003
Vespertilionidae,Myotis,sodalis,Myotis sodalis,Indiana Myotis,,Migratory,over 500km (mentioned in Hutson 2001); SD - Bisson; Roby et al 2019 - multiyear study of mig behavior w/ distances traveled (up to 673km); mig-W&M2022; mig-F&E2003,"Moussy 2013, Kurta 2002; Bisson et al 2009, Hutson 2001; Roby et al 2019; Webber & McGuire 2022; Fleming & Eby 2003"
Noctilionidae,Noctilio,albiventris,Noctilio albiventris,Lesser Bulldog Bat,,Nonmigratory,nm-Medellin2003,Medellin 2003
Phyllostomidae,Artibeus,fimbriatus,Artibeus fimbriatus,Fringed Fruit-eating Bat,,Unknown,,
Phyllostomidae,Sturnira,luisi,Sturnira luisi,Luis' Yellow-shouldered Bat,,Unknown,,
Molossidae,Mops,plicatus,Mops plicatus,Wrinkle-lipped Free-tailed Bat,,Unknown,,
Hipposideridae,Hipposideros,armiger,Hipposideros armiger,Great Leaf-nosed Bat,,Nonmigratory,NM - Moussy,Moussy 2013
Vespertilionidae,Pseudoromicia,tenuipinnis,Pseudoromicia tenuipinnis,White-winged Serotine,,Nonmigratory,NM - Bisson,Bisson et al. 2009
Rhinolophidae,Rhinolophus,eloquens,Rhinolophus eloquens,Eloquent Horseshoe Bat,,Unknown,,
Vespertilionidae,Lasiurus,intermedius,Lasiurus intermedius,Northern Yellow Bat,,Migratory,LD - Bisson; mig- W&M2022; mig-Medellin,Bisson et al. 2009; Rojas-Herrera et al 2023; Webber & McGuire 2022; Medellin 2003
Vespertilionidae,Vespadelus,finlaysoni,Vespadelus finlaysoni,Finlayson's Forest Bat,,Unknown,,
Phyllostomidae,Vampyrum,spectrum,Vampyrum spectrum,Spectral Bat,,Nonmigratory,NM - M&R2011; nm-Medellin,McGuire & Ratcliffe 2011; Medellin 2003
Molossidae,Mops,bivittatus,Mops bivittatus,Spotted Free-tailed Bat,,Unknown,unk-O'Shea & Vaughan,O'Shea & Vaughan 1980
Vespertilionidae,Scotophilus,dinganii,Scotophilus dinganii,Yellow-bellied House Bat,,Nonmigratory,NM - both sources,McGuire & Ratcliffe 2011; Bisson et al 2009
Phyllostomidae,Carollia,subrufa,Carollia subrufa,Gray Short-tailed Bat,,Nonmigratory,nm-Medellin2003,Medellin 2003
Phyllostomidae,Mimon,cozumelae,Mimon cozumelae,Cozumelan Golden Bat,,Nonmigratory,nm-Medellin2003,Medellin 2003
Phyllostomidae,Macrotus,californicus,Macrotus californicus,Californian Leaf-nosed Bat,,Nonmigratory,NM-B&B2014; nm-W&M2022; nm-Medellin2003,Burns & Broder; Phillips & Comus 2000 a natl history of the Sonoran Desert; Webber & McGuire 2022; Medellin 2003
Pteropodidae,Myonycteris,torquata,Myonycteris torquata,Little Collared Fruit Bat,,Migratory,"LD (up to 1500km), mig-McGuire & Ratcliffe; mig from dry to wet zones - Thomas 1983",Fleming 2019; McGuire & Ratcliffe 2011; Thomas 1983
Pteropodidae,Epomophorus,crypturus,Epomophorus crypturus,Peters&apos;s Epauletted Fruit Bat,,Potential Nonmigrant,purported NM - Ossa et al 2012 (cites Mickleburgh 2008 IUCN source),Ossa et al 2012
Emballonuridae,Taphozous,melanopogon,Taphozous melanopogon,Black-bearded Tomb Bat,,Migratory/Nonmigratory,Mig - M&R2011; NM - Burland & Wilmer 2001; mig-Gopalakrishna 1986,McGuire & Ratcliffe 2011; Burland & Wilmer 2001; Gopalakrishna 1986
Rhinolophidae,Rhinolophus,philippinensis,Rhinolophus philippinensis,Large-eared Horseshoe Bat,,Unknown,,
Vespertilionidae,Corynorhinus,townsendii,Corynorhinus townsendii,Townsend's Big-eared Bat,,Potential Migrant/Nonmigratory,"Local/partial migrant - movements over 150km?; suggestion of elevational mig - McGuire/Boyle 2013, NM - Moussy et al 2013; NM-Bisson; nm-Medellin, mention of alt mig - Adams 2018",McGuire and Boyle 2013; https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.103228/Corynorhinus_townsendii; Moussy et al 2013; Bisson et al 2009; Medellin 2003
