Latin Name,Common Name,Status,Fig_stat,Colors,Additional migration info,Source,Mig Status (based on Fleming & Eby 2003),sum_lon,sum_lat,win_lon,win_lat,distance (m),dist (km),bearing,D,I,rank.corr
Corynorhinus townsendii,Townsend's Big-eared Bat,Potential Migrant/Nonmigratory,Nonmigratory,Nonmigratory,"Local/partial migrant - movements over 150km?; suggestion of elevational mig - McGuire/Boyle 2013, NM - Moussy et al 2013","McGuire and Boyle 2013; https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.103228/Corynorhinus_townsendii; https://animalia.bio/townsends-big-eared-bat, Moussy et al 2013",Short-distance Migrant,-107.3657179,39.06541429,-104.0323053,37.55003168,336563.972,336.563972,-58.99165927,0.716486287,0.779740193,0.604396247
Eptesicus fuscus,Big Brown Bat,Potential Migrant/Nonmigratory,Nonmigratory,Nonmigratory,"NM - Moussy et al 2013, sedentery - M&R2011, suggestion of altitudinal migration in M&B2013 (see sources within), NM-B&B2014, nm-W&M2022",Moussy et al 2013; McGuire & Ratcliffe 2011; Burns & Broder 2014; Webber & McGuire 2022,,,,,,,,,,,
Eptesicus serotinus,Common Serotine,Potential Migrant/Nonmigratory,Nonmigratory,Nonmigratory,"NM in Europe - Fleming 2003, partial mig? - suggested by Ahlen et al. 2009, regional migrant also suggested by Hutterer et al. 2005 (evidence suggests shorter distances); altitudinal mig. suggested by McGuire & Boyle 2013, sedentery - R&M2011, sedentery - Strelkov1969, nm-W&M2022; NM-Bisson",Fleming 2003; McGuire & Ratcliffe 2011; Bisson et al 2009; https://animalia.bio/serotine-bat; Ahlen et al. 2009; Hutterer et al. 2005; Strelkov 1969; Webber & McGuire 2022,Short-distance Migrant,-93.95973112,41.54130608,-90.78342803,40.7063447,282374.9479,282.3749479,-69.79073974,0.010792664,0.102644822,0.086267194
Myotis californicus,Californian Myotis,Potential Migrant/Nonmigratory,Nonmigratory,Nonmigratory,"Potential altitudinal mig - McGuire/Boyle; NM - Bisson, nm-W&M2022",McGuire & Boyle 2013; Bisson et al 2009; Webber & McGuire 2022,Short-distance Migrant,-109.7598304,38.64130654,-107.7403507,34.84507454,458227.834,458.227834,-22.57838257,0.652642028,0.693088726,0.547130575
Myotis ciliolabrum,Western Small-footed Myotis,Potential Migrant/Nonmigratory,Nonmigratory,Nonmigratory,"Suggest altitudinal migration - McGuire & Boyle 2013, NM - Burns & Broder, nm-W&M2022",McGuire & Boyle 2013; Burns & Broder 2014; Webber & McGuire 2022,Short-distance Migrant,-110.214128,40.28305126,-110.1751809,37.35640808,324910.3932,324.9103932,-0.584324956,0.62310717,0.641475907,0.462260503
Myotis emarginatus,Geoffroy's Myotis,Potential Migrant/Nonmigratory,Nonmigratory,Nonmigratory,"NM in Europe - Fleming 2003; altitudinal mig. suggested in McGuire & Boyle 2013, NM - Hutterer, nm-W&M2022",Fleming 2003; Hutterer et al. 2005; https://www.batmonitoring.org/en/species/myotis-emarginatus/; McGuire & Boyle 2013; Webber & McGuire 2022,Short-distance Migrant,15.55584836,46.2231243,3.916105204,47.77802488,901062.1362,901.0621362,96.74764128,0.326966515,0.532899909,0.493166034
Myotis evotis,Long-eared Myotis,Potential Migrant/Nonmigratory,Nonmigratory,Nonmigratory,"mention of potential altitudinal migration - M&B2013, nm-W&M2022",McGuire & Boyle 2013; Webber & McGuire 2022,,,,,,,,,,,
Myotis goudotii,Malagasy Myotis,Potential Migrant/Nonmigratory,Nonmigratory,Nonmigratory,"Some suggestion of possible migration/mig - Moussy et al. 2013/Weyeneth et al. 2010, NM - Bisson",Moussy 2013; Bisson et al 2009,Short-distance Migrant,44.59233041,-17.98228494,46.46790623,-19.21227602,240246.7017,240.2467017,-55.78338275,0.585708903,0.719992936,0.099131313
Myotis septentrionalis,Northern Myotis,Potential Migrant/Nonmigratory,Nonmigratory,Nonmigratory,"NM, unknown in Moussy 2013; altitudinal mig. suggested in McGuire & Boyle 2013; NM - B&B2014; Poissant & Broders 2008 mentions they undergo migration",Moussy 2013; Burns & Broder 2014; McGuire & Boyle 2013; Poissant & Broders 2008,Short-distance Migrant,-89.3402922,40.98384843,-83.51280846,40.97341462,490365.1423,490.3651423,-87.95304531,0.255430137,0.501174297,0.454275565
Myotis tricolor,Temminck's Myotis,Potential Migrant/Nonmigratory,Nonmigratory,Nonmigratory,NM - Bisson; MacEwan 2011 report mentions possible mig over ridges,Bisson et al. 2009; MacEwan 2011,,,,,,,,,,,
Nyctophilus geoffroyi,Lesser Long-eared Bat,Potential Migrant/Nonmigratory,Nonmigratory,Nonmigratory,"Potential altitudinal migration - M&B2013, Nonmigratory",Bisson et al. 2009,Short-distance Migrant,134.6251978,-26.54215967,135.5023894,-30.20488123,414924.5307,414.9245307,-12.17033736,0.561143313,0.741176291,0.338663492
Parastrellus hesperus,Canyon Bat,Potential Migrant/Nonmigratory,Nonmigratory,Nonmigratory,Potential altitudinal mig - McGuire/Boyle; NM - Bisson,McGuire & Boyle 2013; Bisson et al 2009; https://animalia.bio/canyon-bat,Short-distance Migrant,-110.9308482,35.44981678,-106.6512448,33.08109005,473611.9949,473.6119949,-55.11880666,0.667532497,0.70081052,0.605655246
Plecotus auritus,Brown Long-eared Bat,Potential Migrant/Nonmigratory,Nonmigratory,Nonmigratory,"NM - Fleming 2003, resident - Ahlen 2009; altitudinal mig. suggested in McGuire & Boyle 2013, Hutson 2001 also mentions movements of ~60km (from Lehmann 1992), sedentery - M&R2011, NM-B&B2014",Fleming 2003; Moussy 2013; McGuire & Ratcliffe 2011; Bisson et al 2009; https://animalia.bio/brown-long-eared-bat; Burns & Broder 2014; Ahlen et al. 2009; McGuire & Boyle 2013; Hutterer et al. 2005,Long-distance Migrant,23.36502711,52.68195728,8.76590391,51.56879054,1005709.432,1005.709432,77.20205326,0.441851808,0.646011651,0.611942775
Artibeus lituratus,Great Fruit-eating Bat,Potential Migrant/Nonmigratory,Potential Migrant,Migratory,Altitudinal mig. suggested in McGuire & Boyle 2013; direct evidence of >100km seasonal travel of female in Arnone et al 2016; nm-Medellin,McGuire & Boyle 2013; Arnone et al 2016; Medellin 2003,Short-distance Migrant,-70.391234,2.055407987,-66.25163434,-0.16746161,522191.4212,522.1914212,-61.89981291,0.646014443,0.65360972,0.490661079
Cardioderma cor,Heart-nosed Bat,Potential Migrant/Nonmigratory,Potential Migrant,Migratory,"NM - M&R2011, but O'Shea & Vaughan suggests migratory",McGuire & Ratcliffe 2011; Fleming & Eby 2003; O'Shea & Vaughan 1980; https://animalia.bio/heart-nosed-bat,Nonmigratory,38.10673767,0.717510974,37.73376393,1.048201621,55321.84442,55.32184442,131.3706845,0.226289847,0.415784144,0.239370652
Glossophaga soricina,Pallas's Long-tongued Bat,Potential Migrant/Nonmigratory,Potential Migrant,Migratory,"Suggestion of alt. migration - McGuire/Boyle; NM - McGuire/Ratcliffe; nonmig - Fleming 1993, nm-W&M2022",McGuire & Boyle 2013; McGuire & Ratcliffe 2011; Pedro & Taddei 2002; Fleming et al 1993; Webber & McGuire 2022,Short-distance Migrant,-69.59447461,4.892591238,-64.73740803,-0.677770797,819216.7176,819.2167176,-41.19653765,0.549931945,0.677046896,0.455111763
Phyllostomus hastatus,Greater Spear-nosed Bat,Potential Migrant/Nonmigratory,Potential Migrant,Migratory,"Potential alt. migration - McGuire/Boyle; NM - McGuire/Ratcliffe, NM-B&B2014",McGuire & Boyle 2013; McGuire & Ratcliffe 2011; https://animalia.bio/greater-spear-nosed-bat; Burns & Broder 2014,Short-distance Migrant,-63.80330257,-2.647525003,-60.40437784,-6.11760114,538081.1808,538.0811808,-44.65661204,0.57632979,0.751489791,0.433465953
Uroderma bilobatum,Common Tent-making Bat,Potential Migrant/Nonmigratory,Potential Migrant,Migratory,"Altitudinal mig. suggested in McGuire & Boyle 2013 (cites Hutson 2004), putative nonmigrant - Moussy 2013, NM - B&B2014",McGuire & Boyle 2013 (cites Hutson 2004); https://animalia.bio/tent-making-bat (says not a migrant but provides no evidence); Burns & Broder 2014; Moussy et al. 2013 says putative NM,Nonmigratory,-65.06192559,-1.611711694,-64.7588305,-1.882635481,45108.88361,45.10888361,-48.39028126,0.845148992,0.859808544,0.678358014
Rousettus leschenaultii,Leschenault's Rousette,Potential Migrant/Nonmigratory,Potential Migrant,Migratory,"NM, unknown in Moussy 2013; Aeshita et al 2006 suggests possible migration, NM-B&B2014",Moussy 2013; Burns & Broder 2014; Aeshita et al 2006,Short-distance Migrant,95.61258927,19.08600221,89.78621417,18.92993225,613656.437,613.656437,87.43870104,0.396720219,0.626379385,0.291632247
Rhinolophus euryale,Mediterranean Horseshoe Bat,Potential Migrant/Nonmigratory,Potential Migrant,Migratory,"NM in Europe - Fleming 2003, Hutterer mentions they may rarely travel over 100km (so possibly a partial or regional migrant?)","Fleming 2003; https://animalia.bio/mediterranean-horseshoe-bat; https://www.batmonitoring.org/en/species/rhinolophus-euryale/, Hutterer",Long-distance Migrant,20.31427258,44.80778674,6.33740035,44.24878011,1111398.734,1111.398734,81.90261701,0.231654301,0.468805517,0.377105062
Rhinolophus ferrumequinum,Greater Horseshoe Bat,Potential Migrant/Nonmigratory,Potential Migrant,Migratory,"NM in Europe - Fleming 2003, Hutterer mentions they could be a facultative migrant?, sedentery - McGuire & Ratcliffe, NM - Moussy, NM-B&B2014, NM-Burland & Wilmer 2001; nm-W&M2022",Fleming 2003; Moussy 2013; https://animalia.bio/greater-horseshoe-bat; Burns & Broder 2014; https://www.batmonitoring.org/en/species/rhinolophus-ferrumequinum/; Hutterer et al. 2005; Burland & Wilmer 2001; Webber & McGuire 2022,Short-distance Migrant,25.72358097,46.16172009,18.21903913,44.49977723,616326.2357,616.3262357,69.92273155,0.393065914,0.584532551,0.543071994
Chalinolobus gouldii,Gould's Wattled Bat,Potential Migrant/Nonmigratory,Potential Migrant,Migratory,"NM, potential migration? - Driessen et al. 2011",Bisson et al. 2009; Driessen et al. 2011,Short-distance Migrant,134.7050521,-26.48095899,135.6005385,-30.09104143,409609.9645,409.6099645,-12.59858962,0.524103251,0.718439971,0.329093722
Corynorhinus townsendii,Townsend's Big-eared Bat,Potential Migrant/Nonmigratory,Potential Migrant,Migratory,"Local/partial migrant - movements over 150km?; suggestion of elevational mig - McGuire/Boyle 2013, NM - Moussy et al 2013","McGuire and Boyle 2013; https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.103228/Corynorhinus_townsendii; https://animalia.bio/townsends-big-eared-bat, Moussy et al 2013",Short-distance Migrant,-107.3657179,39.06541429,-104.0323053,37.55003168,336563.972,336.563972,-58.99165927,0.716486287,0.779740193,0.604396247
